Date,Open,High,Low,Close,Volume,Adj Close,Symbol
2016-01-20,61.400002,62.27,59.599998,61.060001,16075400,60.616446,SLB
2016-01-20,27.620001,29.92,26.10,29.389999,760000,29.389999,ALDR
2016-01-20,51.02,51.490002,50.18,51.139999,890600,51.139999,CHL
2016-01-20,41.07,41.240002,39.43,40.669998,4700600,40.253723,VIAB
2016-01-20,22.559999,22.65,19.690001,21.59,18600900,21.359502,DVN
2016-01-20,56.139999,58.360001,54.790001,58.029999,3481300,58.018941,GPN
2016-01-20,44.790001,46.75,43.75,46.110001,3493500,46.110001,AKAM
2016-01-20,45.18,46.200001,42.169998,45.119999,11760900,45.119999,UAL
2016-01-20,28.610001,29.25,28.17,28.65,1914100,28.65,EDU
2016-01-20,46.52,47.630001,45.540001,46.98,465300,46.716529,LECO
2016-01-20,18.969999,19.610001,18.459999,19.379999,8144600,19.146944,BHP
2016-01-20,17.32,17.700001,16.870001,17.540001,12447500,17.540001,BSX
2016-01-20,28.860001,29.90,28.32,29.42,21481000,29.055607,GM
2016-01-20,37.650002,38.279999,36.560001,37.700001,568200,37.389967,SON
2016-01-20,21.16,21.41,20.25,21.17,1019300,20.95679,HBHC
2016-01-20,59.630001,60.049999,58.049999,59.200001,1304400,58.888094,CE
2016-01-20,39.00,39.34,37.580002,38.880001,3123800,38.730631,BHI
2016-01-20,53.959999,56.790001,52.799999,55.700001,1065200,55.700001,MANH
2016-01-20,34.41,34.619999,33.720001,34.389999,824200,34.389999,AWH
2016-01-20,40.09,41.099998,39.740002,40.740002,1595400,40.509052,ARMH
2016-01-20,38.009998,38.810001,36.529999,38.419998,2974100,38.245193,ITC
2016-01-20,44.380001,44.77,43.790001,44.419998,28290200,43.956008,VZ
2016-01-20,41.279999,42.299999,39.290001,41.130001,8007400,40.808281,LLTC
2016-01-20,24.040001,24.24,23.690001,24.110001,26778300,24.006195,EMC
2016-01-20,33.880001,34.23,33.130001,33.939999,25278700,33.813953,ORCL
2016-01-20,36.860001,39.669998,35.389999,37.990002,1557900,37.990002,ACOR
2016-01-20,39.560001,43.049999,38.09,42.00,4980600,42.00,SAVE
2016-01-20,54.209999,57.93,53.700001,57.150002,11993100,56.60608,ABBV
2016-01-20,34.82,35.060001,34.060001,34.759998,5797500,34.660013,BAX
2016-01-20,33.00,33.00,30.049999,31.860001,491100,31.660592,SHLX
2016-01-20,34.919998,36.810001,33.889999,36.389999,969400,36.389999,ALR
2016-01-20,35.00,36.889999,34.830002,36.490002,3312100,36.490002,KORS
2016-01-20,67.82,68.529999,66.480003,67.989998,5313600,67.608822,YUM
2016-01-20,48.25,48.830002,46.639999,48.360001,2787300,48.360001,DISH
2016-01-20,32.25,34.00,31.549999,33.439999,2634500,33.342534,IBKR
